id,name_english,name_spanish,website,languages_spoken_english,languages_spoken_spanish,customers_served_english,customers_served_spanish,notes_english,notes_spanish,categories_english,categories_spanish,tags_english,tags_spanish
1124,Church of the Nazarene,Iglesia del Nazareno,https://nazarene.org/,English,ingles,,,Doors open at 6:00 p.m. and remain open until 6:00  a.m. the following morning.  Operating Times: November 15 through March 31  Open when:  1. Temperatures are below 35 degrees  2. There is a 40% chance of rain<&&> or  3. It has been raining for 2 days and less than 40 degrees.  Hot meals served.  Sack lunch provided.  Personal toiletries available.  Jacket and socks available. ,Las puertas se abren a las 6:00 pm y permanecen abiertas hasta las 6:00 am de la manana siguiente. Horas de funcionamiento: del 15 de noviembre al 31 de marzo. Abierto cuando: 1. Las temperaturas estan por debajo de los 35 grados 2. Hay un 40% de probabilidad de lluvia<&&> o 3. Ha estado lloviendo durante 2 dias y menos de 40 grados. Se sirven comidas calientes. Se proporciona almuerzo en bolsa. Articulos de tocador personales disponibles. Chaqueta y calcetines disponibles.,housing,alojamiento,1026 sierra madre avenue<&&>church of the nazarene<&&>homes<&&>showers<&&>apartments<&&>shelter<&&>santa maria<&&>english<&&>hygiene products<&&>93454<&&>rent<&&>housing,ingles<&&>apartamentos<&&>iglesia del nazareno<&&>refugio<&&>casas<&&>1026 avenida sierra madre<&&>vivienda<&&>productos de higiene<&&>alquiler<&&>santa maria<&&>93454<&&>abrigo<&&>duchas
1125,Carpinteria Children’s Project,Proyecto Infantil Carpinteria,https://carpchildren.org/,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>mobile food pantry<&&>5201 8th street<&&>carpinteria children’s project<&&>carpinteria<&&>english<&&>snack<&&>meals<&&>snacks<&&>eat<&&>93013,ingles<&&>nutricion<&&>comer<&&>bocadillos<&&>despensa de comida movil<&&>hambre<&&>5201 8th street<&&>carpinteria<&&>comida<&&>comidas<&&>proyecto infantil carpinteria<&&>bocadillo<&&>93013
1127,Showers of Blessings,Lluvias de bendiciones,https://showersofblessingiv.org/,English,ingles,,,,,community support,soporte comunitario,community<&&>goleta<&&>93117<&&>english<&&>227 e arrellaga st<&&>300 sumida gardens ln<&&>people<&&>support<&&>neigborhood<&&>93103<&&>93101<&&>lunch<&&>showers<&&>showers of blessings<&&>531 east ortega street<&&>community support<&&>santa barbara<&&>6586 picasso road<&&>isla vista<&&>93111,duchas de bendiciones<&&>goleta<&&>93117<&&>227 e arrellaga st<&&>gente<&&>300 sumida gardens ln<&&>comunidad<&&>apoyo comunitario<&&>vecindario<&&>ingles<&&>duchas<&&>93103<&&>93101<&&>531 east ortega street<&&>almuerzo<&&>santa barbara<&&>apoyo<&&>6586 picasso road<&&>isla vista<&&>93111
1128,Telecare,Teleasistencia,https://www.telecarecorp.com/,English,ingles,,,Transitional and emergency program for those with serious<&&> persistent mental illness<&&> making typical emergency housing environments challenging. Can stay  up to 30 days. ,Programa de transicion y de emergencia para personas con enfermedades mentales graves y persistentes<&&> lo que dificulta los entornos tipicos de viviendas de emergencia. Puede permanecer hasta 30 dias.,mental health,salud mental,telecare<&&>illness<&&>support<&&>mental<&&>mental illness<&&>health<&&>93458<&&>3840 orcutt garey rd<&&>124 carmen lane<&&>santa maria<&&>english<&&>mental health<&&>93454<&&>212 carmen lane,telecare<&&>124 carmen lane<&&>salud<&&>mental<&&>enfermedad mental<&&>93458<&&>3840 orcutt garey rd<&&>salud mental<&&>santa maria<&&>enfermedad<&&>apoyo<&&>93454<&&>ingles<&&>212 carmen lane
1129,Cabrillo Bathhouse,Bano de Cabrillo,,English,ingles,,,Possible Changes due to Covid 19-- Confirm first--Showers: $4 for day pass<&&> $34 for 10 visits<&&> $52 for one  month unlimited  Lockers: $33/month for a stall<&&> $17/month for a small  cube ,Posibles cambios debido a Covid 19-- Confirme primero - Duchas: $ 4 por pase de un dia<&&> $ 34 por 10 visitas<&&> $ 52 por un mes ilimitado Taquillas: $ 33 / mes por un puesto<&&> $ 17 / mes por un cubo pequeno,community support,soporte comunitario,93103<&&>cabrillo bathhouse<&&>people<&&>support<&&>neigborhood<&&>showers<&&>community<&&>1118 e. cabrillo boulevard<&&>community support<&&>english<&&>santa barbara<&&>lockers,ingles<&&>93103<&&>taquillas<&&>comunidad<&&>apoyo comunitario<&&>apoyo<&&>santa barbara<&&>1118 e. bulevar cabrillo<&&>vecindario<&&>banos cabrillo<&&>gente<&&>duchas
1130,Bike Station #6 Granada Garage ,Bike Station # 6 Granada Garage,,English,ingles,,,Showers: $96 for a year pass<&&> $12 for a month pass<&&> $1  for a day pass,Duchas: $ 96 por un pase de un ano<&&> $ 12 por un pase de un mes<&&> $ 1 por un pase de un dia,community support,soporte comunitario,93101<&&>bike station #6 granada garage<&&>support<&&>1219 anacapa street<&&>showers<&&>community<&&>neigborhood<&&>people<&&>community support<&&>english<&&>santa barbara,93101<&&>comunidad<&&>1219 anacapa street<&&>apoyo<&&>community support<&&>english<&&>santa barbara<&&>estacion de bicicletas # 6 granada garage<&&>vecindario<&&>gente<&&>duchas
1131,Genuine Concern for Others,Preocupacion genuina por los demas,http://www.genuineconcern.org/home.shtml,English,ingles,,,Laundry,Ropa sucia,community support<&&>clothing,apoyo comunitario<&&>ropa,laundry<&&>community<&&>pants<&&>genuine concern for others<&&>english<&&>425 e. cota street<&&>shoes<&&>834 n. milpas street<&&>people<&&>support<&&>neigborhood<&&>clothes<&&>shirts<&&>93103<&&>93101<&&>310 n. milpas street<&&>clothing<&&>community support<&&>santa barbara,93103<&&>93101<&&>comunidad<&&>camisas<&&>zapatos<&&>vecindario<&&>apoyo comunitario<&&>pantalones<&&>425 e. calle cota<&&>lavanderia<&&>310 n. calle milpas<&&>834 n. calle milpas<&&>santa barbara<&&>apoyo<&&>ropa<&&>preocupacion genuina por los demas<&&>gente<&&>ingles
1132,Loads of Love @ Mac’s Coin,Un monton de amor @ Mac's Coin,,English,ingles,,,,,community support<&&>clothing,apoyo comunitario<&&>ropa,laundry<&&>93101<&&>people<&&>support<&&>neigborhood<&&>clothes<&&>shirts<&&>community<&&>pants<&&>35 e. haley street<&&>community support<&&>english<&&>santa barbara<&&>clothing<&&>shoes<&&>loads of love @ mac’s coin,93101<&&>montones de amor @ macs coin<&&>comunidad<&&>camisas<&&>vecindario<&&>apoyo comunitario<&&>35 e. haley street<&&>pantalones<&&>lavanderia<&&>apoyo<&&>ropa<&&>santa barbara<&&>ingles<&&>gente<&&>zapatos
1134,Help of Carpinteria ,Ayuda de Carpinteria,http://www.helpofcarpinteria.org/,English,ingles,,,Services within Carpinteria city limits. Rides to Santa Barbara available for medical appointments or social services only.  $1 donation requested for trips within Carpinteria city limits.  $6 donation requested for trips to Santa Barbara.  Open Monday-Friday 8:00-4:30 p.m.  Call for appointments. 805-684-0065,Servicios dentro de los limites de la ciudad de Carpinteria. Transporte a Santa Barbara disponible solo para citas medicas o servicios sociales. Se solicita una donacion de $ 1 para viajes dentro de los limites de la ciudad de Carpinteria. Se solicita una donacion de $ 6 para viajes a Santa Barbara. Abierto de lunes a viernes de 8:00 a 4:30 p. M. Llame para concertar una cita. 805-684-0065,transportation,transporte,help of carpinteria<&&>transit<&&>transport<&&>english<&&>transportation,transporte<&&>ingles<&&>ayuda de carpinteria<&&>transito
1136,Bankruptcy Clinic ,Clinica de quiebras,,English,ingles,,,,,legal services,servicios juridicos,93101<&&>legal<&&>justice<&&>1415 state street<&&>bankruptcy clinic<&&>legal services<&&>services<&&>court<&&>advice<&&>english<&&>santa barbara,93101<&&>legal<&&>clinica de bancarrotas<&&>1415 state street<&&>justicia<&&>corte<&&>consejo<&&>santa barbara<&&>servicios<&&>ingles<&&>servicios legales
1137,Rental House Mediation Task Force,Grupo de trabajo de mediacion de viviendas de alquiler,https://www.santabarbaraca.gov/services/home/rhm/default.asp,English<&&> Spanish,Ingles Espanol,,,Andrea Bifano<&&> Senior Rental Housing Mediation SpecialistABifano@SantaBarbaraCA.govAlba Marshall<&&> Rental Housing Mediation Specialist (Se Habla Espanol)AMarshall@SantaBarbaraCA.gov,Andrea Bifano<&&> Especialista en Mediacion de Viviendas de Alquiler para Personas Mayores ABifano@SantaBarbaraCA.gov Alba Marshall<&&> Especialista en Mediacion de Viviendas de Alquiler (Se Habla Espanol) AMarshall@SantaBarbaraCA.gov,legal services,servicios juridicos,93101<&&>legal<&&>legal services<&&>court<&&>services<&&>legal assistance<&&>rental house mediation task force<&&>advice<&&>english<&&>santa barbara<&&>630 garden street<&&>spanish<&&>justice,93101<&&>legal<&&>espanol<&&>justicia<&&>asistencia legal<&&>corte<&&>consejo<&&>santa barbara<&&>servicios<&&>630 garden street<&&>grupo de trabajo de mediacion de casas de alquiler<&&>ingles<&&>servicios legales
1139,Santa Barbara County Bar Association Lawyer Referral Service ,Servicio de recomendacion de abogados del Colegio de Abogados del Condado de Santa Barbara,https://sblaw.org/sbcba-lawyer-referral-service/,English,ingles,,,,,legal services,servicios juridicos,93101<&&>legal<&&>legal services<&&>court<&&>services<&&>santa barbara county bar association lawyer referral service<&&>legal referrals<&&>advice<&&>english<&&>santa barbara<&&>15 w. carrillo street<&&>justice,93101<&&>legal<&&>referidos legales<&&>justicia<&&>corte<&&>15 w. calle carrillo<&&>consejo<&&>santa barbara<&&>servicios<&&>servicio de referencia de abogados del colegio de abogados del condado de santa barbara<&&>servicios legales<&&>ingles
1140,Santa Barbara Child Support Services,Servicios de manutencion infantil de Santa Barbara,http://www.countyofsb.org/css/home.c,English,ingles,,,,,legal services,servicios juridicos,93101<&&>legal<&&>4 e. carrillo street<&&>legal services<&&>court<&&>services<&&>201 s. miller street<&&>legal assistance<&&>advice<&&>english<&&>santa barbara<&&>santa barbara child support services<&&>santa maria<&&>93454<&&>justice,93101<&&>legal<&&>servicios de manutencion infantil de santa barbara<&&>201 s. miller street<&&>justicia<&&>asistencia legal<&&>4 e. calle carrillo<&&>corte<&&>consejo<&&>santa maria<&&>santa barbara<&&>servicios<&&>93454<&&>ingles<&&>servicios legales
1141,iRecover Behavioral Health Clinic,Clinica de salud conductual iRecover,,English,ingles,,,,,mental health<&&>substance use,salud mental<&&>uso de sustancias,607 plaza dr<&&>recovery<&&>substance use<&&>drugs<&&>addiction<&&>support<&&>illness<&&>mental<&&>health<&&>outpatient counseling<&&>santa maria<&&>english<&&>mental health<&&>93454<&&>irecover behavioral health clinic<&&>alcohol,607 plaza dr<&&>recuperacion<&&>irecover clinica de salud conductual<&&>asesoramiento para pacientes ambulatorios<&&>salud<&&>mental<&&>adiccion<&&>consumo de sustancias<&&>salud mental<&&>santa maria<&&>enfermedad<&&>apoyo<&&>93454<&&>ingles<&&>alcohol<&&>drogas
1142,Behavioral Wellness,Bienestar conductual,https://www.countyofsb.org/behavioral-wellness,English,ingles,,,An array of services is provided countywide for adults<&&> children and transition-age youth. The Department of Behavioral Wellness serves persons with mental health and/or alcohol and substance use conditions and individuals experiencing mental health crises. Services are provided on an inpatient<&&> outpatient and crisis basis,Se proporciona una variedad de servicios en todo el condado para adultos<&&> ninos y jovenes en edad de transicion. El Departamento de Bienestar del Comportamiento brinda servicios a personas con problemas de salud mental y / o problemas de consumo de alcohol y sustancias y personas que experimentan crisis de salud mental. Los servicios se brindan para pacientes hospitalizados<&&> ambulatorios y de crisis.,medical support<&&>substance use<&&>mental health,apoyo medico<&&>uso de sustancias<&&>salud mental,429 n. san antonio road<&&>alcohol<&&>medical<&&>medical support<&&>health<&&>behavioral wellness<&&>117 north b street<&&>english<&&>93455<&&>drug and alcohol counseling<&&>2034 de la vina st<&&>support<&&>care<&&>93110<&&>93436<&&>66 south san antonio road<&&>212 carmen ln<&&>500 w. foster rd<&&>substance use<&&>health care center<&&>401 e. ocean ave<&&>drugs<&&>addiction<&&>mental illness<&&>315 camino del remedio<&&>4444 calle real<&&>lompoc<&&>santa maria<&&>recovery<&&>illness<&&>patient<&&>mental<&&>93458<&&>santa barbara<&&>mental health<&&>child health & disabilities<&&>patients,cuidado<&&>recuperacion<&&>500 w. Foster rd<&&>117 North B Street<&&>93455<&&>2034 de la vina st<&&>salud<&&>medico<&&>enfermedad mental<&&>consejeria sobre drogas y alcohol<&&>pacientes<&&>93110<&&>93436<&&>ingles<&&>429 N. carretera san antonio<&&>212 carmen ln<&&>apoyo medico<&&>315 camino del remedio<&&>bienestar conductual<&&>4444 calle real<&&>apoyo<&&>lompoc<&&>santa maria<&&>enfermedad<&&>401 e. Ocean Ave<&&>paciente<&&>66 South San Antonio Road<&&>uso de sustancias<&&>mental<&&>adiccion<&&>centro de salud<&&>93458<&&>salud mental<&&>santa barbara<&&>salud infantil y discapacidades<&&>alcohol<&&>drogas
1143,Power of God Christian Center,Centro Cristiano Poder de Dios,http://powerofgodchristiancenter.com/,English,ingles,,,Power of God Christian Center (POGCC) was founded in 1986 by Pastors Sal and Helen Ortiz and their son Desi R. Ortiz. Imagine the site of a Black 1978 GrandPrix towing a trailer up Highway 101 from Baldwin Park<&&> CA to the little known town of Santa Maria<&&> CA – that’s how it all began,El Centro Cristiano Poder de Dios (POGCC) fue fundado en 1986 por los Pastores Sal y Helen Ortiz y su hijo Desi R. Ortiz. Imagine el sitio de un GrandPrix negro de 1978 arrastrando un remolque por la autopista 101 desde Baldwin Park<&&> CA hasta la poco conocida ciudad de Santa Maria<&&> CA; asi es como comenzo todo.,food,comida,meals<&&>hungry<&&>hunger<&&>snacks<&&>food<&&>nutrition<&&>power of god christian center<&&>dinner<&&>santa maria<&&>english<&&>snack<&&>93454<&&>1503 n. mcclelland st<&&>eat,ingles<&&>nutricion<&&>comer<&&>poder de dios centro cristiano<&&>comidas<&&>bocadillos<&&>hambre<&&>santa maria<&&>cena<&&>93454<&&>comida<&&>1503 n. mcclelland st<&&>bocadillo
1144,Victory Harvest Church,Iglesia Victory Harvest,,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>93458<&&>santa maria<&&>english<&&>bulk food<&&>snack<&&>meals<&&>snacks<&&>eat<&&>victory harvest church<&&>619 n. railroad avenue,bocadillo<&&>nutricion<&&>comer<&&>iglesia de la cosecha de la victoria<&&>hambre<&&>comida a granel<&&>bocadillos<&&>93458<&&>santa maria<&&>comidas<&&>comida<&&>ingles<&&>619 n. avenida del ferrocarril
1145,St. Peter's Episcopal Church,Iglesia Episcopal de San Pedro,https://episcopalchurch.org/parish/st-peters-episcopal-church-santa-maria-ca,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>st. peters episcopal church<&&>93458<&&>402 s lincoln st.<&&>santa maria<&&>english<&&>snack<&&>meals<&&>snacks<&&>eat<&&>bulk food,nutricion<&&>comer<&&>bocadillos<&&>hambre<&&>S t. peters episcopal church<&&>comida a granel<&&>93458<&&>402 s lincoln st.<&&>santa maria<&&>comidas<&&>comida<&&>ingles<&&>bocadillo
1146,Santa Maria Vineyard Church,Iglesia Vina Santa Maria,https://www.smvineyardchurch.org/,English,ingles,,,,,food,comida,meals<&&>hungry<&&>hunger<&&>santa maria vineyard church<&&>food<&&>nutrition<&&>santa maria<&&>english<&&>snack<&&>93454<&&>snacks<&&>eat<&&>200 s. e ave<&&>bulk food,ingles<&&>nutricion<&&>comer<&&>iglesia vina santa maria<&&>comidas<&&>bocadillos<&&>hambre<&&>comida a granel<&&>santa maria<&&>93454<&&>comida<&&>bocadillo<&&>200 s. e ave
1147,Doctors Without Walls -- Santa Barbara Street Medicine,Medicos sin paredes - Santa Barbara Street Medicine,https://sbdww.org/,English,ingles,,,Listed locations and schedules are subject to change without notice. Please check website for latest schedule.,Las ubicaciones y horarios enumerados estan sujetos a cambios sin previo aviso. Consulte el sitio web para conocer el horario mas reciente.,medical support,Atencion medica,1400 cabrillo blvd<&&>medical support<&&>medical<&&>goleta<&&>english<&&>93117<&&>617 garden street<&&>323 e cabrillo blvd<&&>300 sumida gardens ln<&&>501 ninos drive<&&>support<&&>care<&&>900 state st (at e. canon perdido st.)<&&>doctors without walls -- santa barbara street medicine<&&>93101<&&>93103<&&>pop up clinic<&&>medical van rounds<&&>100 castillo street<&&>531 east ortega street<&&>1400 santa barbara st<&&>illness<&&>patient<&&>shoreline dr<&&>santa barbara<&&>93190<&&>6586 picasso road<&&>isla vista<&&>patients<&&>93111,cuidado<&&>1400 cabrillo blvd<&&>Asistencia Medica<&&>Calle Santa Barbara 1400<&&>goleta<&&>Calle Estatal 900 (Calle E.Canon Perdido)<&&>english<&&>93117<&&>323 e cabrillo blvd<&&>Calle Ortega 531 Este<&&>Calle Jardines Sumida 300<&&>Calle Picasso 6586<&&>Calle Jardin 617<&&>medico<&&>pacientes<&&>Calle Castillo 100<&&>93103<&&>93101<&&>pop up clinic<&&>apoyo<&&>enfermedad<&&>medical van rounds<&&>paciente<&&>Calle Ninos 501<&&>doctores sin paredes - santa barbara street medicine<&&>shoreline dr<&&>santa barbara<&&>93190<&&>isla vista<&&>93111
